step,h30_score,h30_kappa,h30_r_i,h30_T_i,h30_age,h30_status,h31_score,h31_kappa,h31_r_i,h31_T_i,h31_age,h31_status,h32_score,h32_kappa,h32_r_i,h32_T_i,h32_age,h32_status,h33_score,h33_kappa,h33_r_i,h33_T_i,h33_age,h33_status,h34_score,h34_kappa,h34_r_i,h34_T_i,h34_age,h34_status,h35_score,h35_kappa,h35_r_i,h35_T_i,h35_age,h35_status,h36_score,h36_kappa,h36_r_i,h36_T_i,h36_age,h36_status,h37_score,h37_kappa,h37_r_i,h37_T_i,h37_age,h37_status,h38_score,h38_kappa,h38_r_i,h38_T_i,h38_age,h38_status,h39_score,h39_kappa,h39_r_i,h39_T_i,h39_age,h39_status
1428,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
1434,-0.1364,0.37,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.28,0.0,0.0,10,below0
1440,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1446,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1452,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1458,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1464,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1470,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1476,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1482,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1488,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1494,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1500,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1506,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1512,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1518,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1524,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1530,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1536,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1542,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1548,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1554,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1560,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1566,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1572,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1578,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1584,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1590,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1596,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1602,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1608,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1614,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1620,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1626,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1632,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1638,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1644,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1650,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1656,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1662,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1668,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1674,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1680,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1686,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1692,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1698,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1704,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1710,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1716,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1722,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1728,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1734,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1740,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1746,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1752,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1758,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1764,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
1770,-0.1364,0.46,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.52,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0,-0.1364,0.55,0.0,0.0,10,below0,-0.1364,0.34,0.0,0.0,10,below0
