step,h1-h30_score,h1-h30_kappa_f,h1-h30_r_f,h1-h30_phi_f,h1-h30_age,h1-h30_status,h1-h31_score,h1-h31_kappa_f,h1-h31_r_f,h1-h31_phi_f,h1-h31_age,h1-h31_status,h1-h32_score,h1-h32_kappa_f,h1-h32_r_f,h1-h32_phi_f,h1-h32_age,h1-h32_status,h1-h33_score,h1-h33_kappa_f,h1-h33_r_f,h1-h33_phi_f,h1-h33_age,h1-h33_status,h1-h34_score,h1-h34_kappa_f,h1-h34_r_f,h1-h34_phi_f,h1-h34_age,h1-h34_status,h1-h35_score,h1-h35_kappa_f,h1-h35_r_f,h1-h35_phi_f,h1-h35_age,h1-h35_status,h1-h36_score,h1-h36_kappa_f,h1-h36_r_f,h1-h36_phi_f,h1-h36_age,h1-h36_status,h1-h37_score,h1-h37_kappa_f,h1-h37_r_f,h1-h37_phi_f,h1-h37_age,h1-h37_status,h1-h38_score,h1-h38_kappa_f,h1-h38_r_f,h1-h38_phi_f,h1-h38_age,h1-h38_status,h1-h39_score,h1-h39_kappa_f,h1-h39_r_f,h1-h39_phi_f,h1-h39_age,h1-h39_status
4224,2.51,0.51,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4230,2.6,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4236,2.51,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4242,2.6,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.8375,0.585,0.5,1.0,2,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4248,2.6,0.51,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4254,2.6,0.51,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4260,2.51,0.51,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4266,2.6,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4272,2.51,0.51,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4278,2.51,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4284,2.51,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4290,2.51,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4296,2.51,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4302,2.51,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4308,2.51,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4314,2.51,0.51,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.465,0.0,1.0,0,BLOCKED
4320,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4326,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4332,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4338,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4344,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4350,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4356,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4362,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4368,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4374,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4380,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4386,2.5775,0.555,0.5,1.0,1,SELECTED,2.455,0.39,0.5,1.0,2,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4392,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4398,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4404,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4410,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4416,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4422,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4428,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4434,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4440,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4446,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4452,2.6675,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4458,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4464,2.6675,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4470,2.5775,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4476,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4482,2.6675,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4488,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4494,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4500,2.5775,0.555,0.5,1.0,1,SELECTED,2.455,0.39,0.5,1.0,2,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4506,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4512,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4518,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4524,2.6675,0.555,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4530,2.5775,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
4536,2.6675,0.555,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.6,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
