timestep,action_taken,sel_ip_hosts,c_ip_hosts,ip_top1_host,ip_top1_score,ip_top1_r_i,ip_top1_T_i,ip_top1_kappa,ip_top1_A_i,ip_mean_score,ip_mean_r_i,ip_mean_T_i,ip_mean_kappa,sel_rrm_pairs,c_rrm_pairs,rrm_top1_pair,rrm_top1_score,rrm_top1_r_f,rrm_top1_phi_f,rrm_top1_kappa_f,rrm_top1_A_f,rrm_mean_score,rrm_mean_r_f,rrm_mean_phi_f,rrm_mean_kappa_f
3144,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8025,0.5,1.0,0.705,1,1.76725,0.15,1.0,0.5925
3150,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8925,0.5,1.0,0.705,1,1.78525,0.15,1.0,0.5925
3156,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8925,0.5,1.0,0.705,1,1.78525,0.15,1.0,0.5925
3162,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8025,0.5,1.0,0.705,1,1.77625,0.15,1.0,0.5925
3168,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8925,0.5,1.0,0.705,1,1.79425,0.15,1.0,0.5925
3174,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8925,0.5,1.0,0.705,1,1.78525,0.15,1.0,0.5925
3180,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8025,0.5,1.0,0.705,1,1.77625,0.15,1.0,0.5925
3186,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8025,0.5,1.0,0.705,1,1.76725,0.15,1.0,0.5925
3192,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8925,0.5,1.0,0.705,1,1.79425,0.15,1.0,0.5925
3198,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8925,0.5,1.0,0.705,1,1.79425,0.15,1.0,0.5925
3204,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8025,0.5,1.0,0.705,1,1.76725,0.15,1.0,0.5925
3210,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8025,0.5,1.0,0.705,1,1.78525,0.15,1.0,0.5925
3216,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8925,0.5,1.0,0.705,1,1.78525,0.15,1.0,0.5925
3222,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8025,0.5,1.0,0.705,1,1.77625,0.15,1.0,0.5925
3228,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8025,0.5,1.0,0.705,1,1.77625,0.15,1.0,0.5925
3234,route,none,none,h30,-0.13636,0.0,0.0,0.76,10,-0.13636,0.0,0.0,0.535,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.8025,0.5,1.0,0.705,1,1.79775,0.15,1.0,0.5925
3240,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.77175,0.15,1.0,0.555
3246,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3252,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.77175,0.15,1.0,0.555
3258,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.77175,0.15,1.0,0.555
3264,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.77175,0.15,1.0,0.555
3270,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3276,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3282,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3288,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.77175,0.15,1.0,0.555
3294,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3300,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.77175,0.15,1.0,0.555
3306,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.77175,0.15,1.0,0.555
3312,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.79875,0.15,1.0,0.555
3318,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3324,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3330,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3336,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3342,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3348,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3354,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3360,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3366,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3372,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3378,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3384,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3390,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,3.04,0.5,1.0,0.72,2,1.81125,0.15,1.0,0.555
3396,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,3.04,0.5,1.0,0.72,2,1.79325,0.15,1.0,0.555
3402,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3408,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3414,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3420,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3426,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.81125,0.15,1.0,0.555
3432,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3438,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3444,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.77175,0.15,1.0,0.555
3450,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3456,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3462,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3468,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3474,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3480,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.77175,0.15,1.0,0.555
3486,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3492,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.77175,0.15,1.0,0.555
3498,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3504,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3510,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3516,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3522,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3528,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3534,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3540,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.77175,0.15,1.0,0.555
3546,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.77175,0.15,1.0,0.555
3552,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.95,0.5,1.0,0.72,2,1.79325,0.15,1.0,0.555
3558,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.77175,0.15,1.0,0.555
3564,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3570,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3576,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3582,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.825,0.5,1.0,0.72,1,1.78075,0.15,1.0,0.555
3588,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.78975,0.15,1.0,0.555
3594,route,none,none,h30,-0.13636,0.0,0.0,0.79,10,-0.13636,0.0,0.0,0.46,h1-h30;h1-h32;h1-h31,h1-h30;h1-h32;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h30,2.915,0.5,1.0,0.72,1,1.79875,0.15,1.0,0.555
3600,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
3606,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
3612,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
3618,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.6225,0.5,1.0,0.585,1,1.74025,0.15,1.0,0.5355
3624,route,none,none,h30,-0.13636,0.0,0.0,0.37,10,-0.13636,0.0,0.0,0.421,h1-h32;h1-h30;h1-h31,h1-h32;h1-h30;h1-h31;h1-h33;h1-h34;h1-h35;h1-h36;h1-h37;h1-h38;h1-h39,h1-h32,2.7125,0.5,1.0,0.585,1,1.74925,0.15,1.0,0.5355
